AGN_name,RA,DEC,z,source,type,ALeRCE,prob_diff_top2,alert_offset,t0,te,tg,r0_g,r0_r,A_g,A_r,max_gap,peak_sigma_g,peak_sigma_r,excess_num_g,excess_num_r,delta_bic,flare_point_g,flare_point_r,flag_1,flag_2,flag_3,flag_4,flag_5,flag_6,flag_7,flag_8
J150722.16+273614.6,226.8423404,27.6040691,0.164,M,,,,,59203.0,0.0,24.5,42.18,117.31,16.8,55.12,178.2,3.35,7.02,2.0,1.0,45.8,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J150724.27+604317.3,226.851111,60.7214878,0.686,MQW,,QSO,0.327,0.062,58505.6,62.4,4000.0,20.67,20.56,14.78,15.5,132.4,3.71,4.65,0.0,0.0,41.6,71.0,69.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
J150726.32+440649.2,226.8596667,44.113677,3.09,MQW,,QSO,0.226,0.233,60581.2,0.0,844.6,142.4,210.44,41.94,68.27,267.1,3.85,5.26,0.0,0.0,-13.9,42.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J150727.29+193551.8,226.8637241,19.5977381,0.016,M,,,,,58875.5,5.8,0.0,1699.33,3834.26,444.54,612.69,146.3,3.06,2.82,1.0,3.0,-6.4,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
J150743.38+123931.7,226.9307662,12.6588103,0.07,M,,,,,58873.1,17.3,0.0,179.53,408.7,43.21,70.02,140.3,2.88,3.52,1.0,2.0,-17.8,4.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
J150745.95+534542.9,226.94147,53.76194,3.284,M,,,,,60271.4,227.6,136.7,8.15,10.2,11.66,18.9,299.1,3.54,5.01,0.0,0.0,0.4,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J150749.87+531908.9,226.9578104,53.3191639,2.201,M,,,,,58677.2,98.7,331.1,27.25,29.61,64.58,57.66,143.4,5.55,5.51,1.0,0.0,108.9,65.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J150751.37+245045.8,226.96406,24.846064,0.221,M,,,,,59202.5,43.1,2.1,34.36,106.4,37.55,20.62,494.3,3.29,3.52,1.0,2.0,-6.7,1.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
J150755.38+202756.5,226.9807304,20.4656991,0.042,M,,,,,59217.5,0.0,17.8,161.87,351.39,156.43,186.16,127.3,4.75,3.92,3.0,5.0,39.5,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J150757.71+303039.6,226.9904403,30.5110028,0.086,MD,,AGN,0.633,0.264,60578.2,95.9,119.6,202.08,425.75,57.07,61.26,120.3,3.09,3.08,1.0,2.0,45.3,26.0,16.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
J150759.31+011354.2,226.9971275,1.2317235,0.035,M,,,,,59265.3,1.5,4.8,719.22,1491.98,222.59,556.79,147.3,5.03,5.54,1.0,4.0,24.3,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J150809.63+023219.2,227.0401212,2.5386777,1.0,MDQW,,AGN,0.576,0.236,58590.1,208.2,467.9,14.0,17.84,10.78,10.95,357.1,3.07,3.62,1.0,0.0,-0.7,19.0,31.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J150809.65+201054.0,227.0402,20.18169,0.043,M,,bogus,0.154,1.072,58875.8,6.7,1.0,574.39,1396.89,93.08,196.54,127.3,2.59,2.97,3.0,5.0,-14.2,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
J150810.01+431531.5,227.0417197,43.258762,0.431,MDQW,,,,,58534.4,57.2,58.6,25.3,43.16,8.7,14.56,150.4,3.33,4.59,0.0,1.0,-16.1,18.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
J150813.17+461229.3,227.0548752,46.2081509,1.528,M,,,,,60134.2,938.6,1009.0,13.92,19.59,12.15,14.45,396.0,2.87,3.21,1.0,0.0,-10.5,6.0,14.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J150816.22+513835.5,227.0675638,51.6431937,0.874,MW,,,,,60100.3,142.3,191.9,18.99,19.99,11.43,10.21,143.3,3.83,4.56,1.0,1.0,26.6,34.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J150828.18+081634.9,227.117397,8.2763656,0.9,MQW,,QSO,0.037,0.189,59923.6,200.4,285.4,25.67,42.73,16.66,23.52,150.3,4.81,4.17,0.0,0.0,-22.6,64.0,93.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
J150835.37+582834.9,227.147364,58.4763714,0.07,M,,,,,59977.4,0.1,9.3,226.72,594.12,100.61,99.53,109.3,5.95,3.93,4.0,3.0,50.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
J150852.08+030406.3,227.2169804,3.0684409,0.123,M,,,,,58539.3,0.0,26.9,89.23,197.88,27.43,60.03,147.3,3.68,3.7,5.0,4.0,-20.5,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
J150854.63+212125.9,227.2276307,21.3572045,0.08,MD,,AGN,0.311,0.085,59227.5,335.1,295.5,256.34,594.84,143.11,178.64,127.3,3.6,3.15,1.0,1.0,106.7,115.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J150856.31+272844.9,227.2346353,27.4791517,0.989,MDQW,,QSO,0.462,0.281,60272.6,203.0,209.6,149.4,180.71,58.43,61.54,129.2,3.3,3.56,0.0,0.0,22.2,60.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J150918.90+240601.1,227.3287604,24.1003291,0.165,M,,,,,59212.9,6.7,27.6,63.51,153.86,49.34,38.14,163.3,5.48,2.81,3.0,4.0,38.4,5.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J150926.34+015835.6,227.3597637,1.9765581,2.2,MD,,,,,58840.8,53.3,262.5,13.99,16.92,6.84,10.66,242.2,3.59,3.82,0.0,1.0,-0.2,18.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
J150928.89+272521.2,227.3703704,27.4225771,0.059,M,,,,,59195.5,3.6,9.0,541.62,1396.29,140.47,532.48,127.3,3.95,7.25,1.0,1.0,30.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J150931.56+543023.0,227.3815,54.50641,0.011,M,,bogus,0.131,0.416,59971.4,0.3,17.5,2517.88,5904.05,426.8,1044.68,113.2,3.56,3.69,3.0,2.0,4.1,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
J150937.00+434733.7,227.4041669,43.7926971,1.273,MQW,,QSO,0.684,0.421,59448.2,40.6,38.0,39.42,57.69,0.0,2.44,166.3,2.24,2.63,0.0,0.0,-43.8,17.0,18.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
J150939.02+264300.0,227.4125804,26.716682,1.035,MQW,,QSO,0.482,0.209,58972.0,27.1,5.2,182.92,221.76,34.7,35.66,127.3,1.72,2.67,0.0,0.0,22.9,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
J150955.89+294907.3,227.482875,29.8187018,1.778,MDW,,,,,59710.8,4.1,1.5,12.11,15.83,14.4,13.84,187.3,5.01,3.9,3.0,3.0,6.6,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J150957.11-003412.3,227.4879446,-0.5700826,0.829,MDQW,,QSO,0.435,0.113,58255.2,306.3,49.5,30.73,33.35,20.6,22.11,187.3,3.5,3.11,2.0,1.0,-1.9,19.0,23.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J151000.48+451202.9,227.502003,45.2008241,1.13,M,,QSO,0.518,0.231,58323.5,228.6,2697.2,13.84,18.91,10.47,11.74,171.8,6.0,3.35,0.0,0.0,3.7,49.0,52.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J151006.76+275107.4,227.5281794,27.8520801,0.079,M,,,,,59217.7,0.0,30.4,235.33,519.2,53.06,67.0,127.3,5.6,7.16,0.0,1.0,26.5,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
J151007.61+352111.3,227.5317042,35.3531411,1.824,MDQW,,,,,58498.8,748.5,31.3,84.26,83.65,26.04,28.33,333.1,2.21,2.96,0.0,0.0,1.0,11.0,20.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
J151016.82+582028.4,227.5701012,58.3412279,1.264,MW,,AGN,0.502,0.243,58397.1,0.0,7.0,16.53,19.13,23.23,65.52,290.1,4.1,4.58,2.0,2.0,-3.7,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J151025.03+312801.4,227.6042754,31.4670611,2.74,MDQ,,,,,58673.5,46.0,449.3,240.96,293.25,53.77,55.3,636.3,2.33,1.93,0.0,0.0,8.5,8.0,15.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
J151029.54-021007.0,227.6230864,-2.1686335,0.037,M,,,,,58507.6,6.7,1.1,685.44,1842.91,792.75,661.81,187.3,7.27,4.16,0.0,3.0,70.9,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J151047.36+152403.6,227.6973347,15.401017,2.471,MQ,,,,,59302.0,0.7,2.3,42.55,39.97,31.83,22.09,131.3,4.91,3.78,5.0,5.0,78.9,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J151053.62+143153.1,227.72341,14.531428,0.122,MD,,,,,58875.5,5.1,0.0,114.03,250.78,37.58,76.58,143.3,3.64,3.9,4.0,3.0,-15.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J151054.02+453506.7,227.7250822,45.5852195,1.249,MQW,,QSO,0.386,0.116,60581.2,1202.1,228.5,27.75,37.47,21.87,27.93,144.3,3.44,4.55,0.0,0.0,-6.8,39.0,39.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J151057.57+305926.0,227.7398626,30.9905566,0.79,MDQW,,,,,59831.0,40.7,3.4,22.07,24.25,104.72,0.97,161.3,4.27,3.18,3.0,3.0,-17.1,0.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
J151102.92+051735.1,227.7621504,5.2931069,0.077,M,,,,,59264.4,2.2,0.0,150.11,419.14,139.68,308.65,147.3,4.83,5.61,1.0,7.0,19.9,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J151103.39+512743.3,227.76414,51.462036,0.164,M,,,,,59971.4,9.6,6.0,63.09,200.72,32.41,57.16,113.3,7.21,4.53,4.0,0.0,60.1,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J151106.24+250705.5,227.7760144,25.1181937,0.082,M,,,,,59216.3,0.0,32.6,159.49,436.5,63.79,89.57,130.4,5.83,7.72,2.0,2.0,40.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J151124.72+294653.2,227.8529844,29.7814459,2.268,MD,,,,,59445.5,2.5,1.9,11.21,13.24,62.91,56.88,190.2,6.16,6.47,2.0,3.0,49.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
J151126.61+414010.5,227.8608605,41.6696034,2.12,MD,,,,,58293.1,5.3,3.3,9.59,10.45,12.02,6.65,299.1,4.19,3.06,0.0,0.0,3.4,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
J151126.65+522917.0,227.861059,52.4880715,0.076,M,,,,,59969.6,11.5,17.4,77.28,197.45,64.31,87.34,136.2,3.31,4.98,4.0,3.0,30.3,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
J151128.84+264523.5,227.8701491,26.7565323,0.128,M,,,,,59195.5,6.1,2.6,101.65,244.98,30.32,135.15,127.3,3.02,7.71,3.0,1.0,39.1,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J151135.03+334203.6,227.895941,33.7010191,2.576,MD,,,,,59929.3,0.9,56.3,15.99,19.29,86.74,12.25,179.3,5.64,5.14,0.0,2.0,3.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
J151137.32+274518.6,227.9055164,27.7551873,0.071,M,,AGN,0.006,0.551,59195.5,5.6,16.9,277.09,667.11,69.38,206.07,127.3,3.44,5.66,0.0,2.0,3.4,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
J151150.17+510136.7,227.9590535,51.0268611,1.231,MW,,,,,59272.3,135.6,124.2,15.32,20.66,10.08,8.83,239.2,3.58,5.91,4.0,1.0,13.7,34.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J151202.07+325455.2,228.0086049,32.9153596,0.023,M,,bogus,0.602,0.694,59216.7,0.0,14.6,1339.71,2721.49,364.65,521.53,120.3,3.53,3.92,3.0,5.0,0.5,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
J151203.05+532403.0,228.0127209,53.4008521,1.058,MQW,,QSO,0.85,0.349,59584.8,244.4,162.1,25.49,34.74,22.43,26.07,117.4,3.26,3.0,1.0,1.0,39.0,57.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J151205.58+305023.4,228.02324,30.839836,0.09,M,,,,,59203.1,0.0,2.9,254.55,753.32,82.88,246.28,120.3,3.31,4.68,6.0,4.0,-3.3,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
J151209.25+533155.5,228.038551,53.5321091,0.107,M,,SN,0.742,2.202,59973.5,6.3,10.7,91.13,197.14,32.3,67.57,129.9,3.4,4.09,6.0,2.0,8.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J151212.57+231011.6,228.05239,23.169889,0.119,M,,,,,59189.0,27.9,28.3,48.63,119.64,20.66,44.87,127.3,2.94,3.05,4.0,3.0,-9.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J151215.74+020316.9,228.0655914,2.0547139,0.22,MQW,Blazar,Blazar,0.693,0.049,59026.0,1.4,0.9,356.96,655.54,486.59,689.75,147.3,2.97,2.64,3.0,3.0,14.4,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
J151228.21+370516.3,228.1175353,37.0878761,0.684,MQW,,AGN,0.09,0.258,58325.2,130.7,4000.0,15.99,31.62,9.56,15.5,170.4,6.63,3.08,1.0,2.0,50.4,44.0,48.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
J151232.74+344806.4,228.13641,34.801782,1.904,MD,,,,,58324.6,2.0,1.3,18.24,19.16,28.08,14.38,238.2,3.99,3.62,1.0,0.0,4.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
J151233.27+040302.8,228.1386116,4.0507937,0.079,MW,,AGN,0.61,0.118,58221.9,27.5,10.1,117.43,240.19,85.69,118.06,170.3,6.09,6.27,0.0,0.0,156.7,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J151233.97+080325.5,228.14153,8.0570825,0.081,M,,,,,58837.6,6.9,1.4,62.16,147.19,47.35,125.3,170.3,3.86,7.2,5.0,4.0,24.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
J151234.15+435026.2,228.14228,43.840617,0.189,M,,,,,58849.2,2.8,31.3,46.81,120.06,28.49,127.14,143.4,2.81,9.0,7.0,5.0,103.4,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
J151234.97+084358.1,228.1457205,8.732811,0.866,MDQW,,,,,58766.1,38.8,0.0,74.87,89.54,30.6,27.6,337.1,3.05,4.78,0.0,0.0,-1.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
J151235.85+274004.3,228.1493864,27.6678814,0.114,MW,,,,,59195.5,17.0,0.1,69.51,178.63,17.48,49.3,127.3,3.46,5.32,4.0,1.0,13.9,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J151239.81+181236.3,228.1658804,18.2101091,0.078,M,,,,,58876.4,17.8,1.8,100.99,207.68,42.6,119.04,131.3,2.98,4.19,2.0,2.0,12.9,6.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
J151243.92-145037.9,228.1829839,-14.8438789,1.23,MQW,,QSO,0.299,0.383,60530.2,2737.2,274.0,77.0,115.85,38.37,42.71,233.3,3.48,3.2,0.0,0.0,-18.8,33.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J151245.39+234101.1,228.1891259,23.6836522,0.07,M,,,,,59195.2,5.4,8.6,191.26,463.62,67.54,168.15,127.3,5.16,7.12,4.0,1.0,51.6,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J151246.86+064324.7,228.19526,6.7235372,0.175,M,,,,,59267.4,0.0,4.5,57.67,122.05,32.01,78.88,153.3,3.47,5.09,3.0,3.0,7.3,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
J151247.46+570920.2,228.197744,57.1556361,1.639,MQW,,,,,58236.2,204.4,185.9,18.76,22.81,12.69,8.61,171.2,3.22,4.46,2.0,1.0,-27.3,49.0,51.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
J151250.53-090559.8,228.2105548,-9.0999535,0.36,MQW,Blazar,Blazar,0.704,0.071,58612.9,8.4,7.0,952.42,1274.04,3009.52,5576.86,197.3,5.98,5.32,2.0,5.0,64.8,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J151254.17+452921.4,228.2257096,45.4892922,2.501,MDQ,,QSO,0.767,0.079,58209.7,211.4,178.0,36.96,41.01,20.34,18.99,133.3,3.97,4.17,1.0,0.0,-12.9,46.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
J151259.68+274328.9,228.2486872,27.7247197,0.113,M,,,,,59195.5,3.8,0.0,115.79,291.58,143.32,247.94,127.3,3.68,9.47,3.0,2.0,60.7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
J151308.24+515146.0,228.2843333,51.8627895,1.512,MQW,,,,,58236.1,409.9,0.0,32.34,42.98,8.49,0.09,154.3,2.75,4.19,1.0,0.0,-18.4,71.0,75.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
J151318.04+244655.3,228.32515,24.782032,0.22,M,,,,,59212.9,6.6,18.0,79.4,196.99,40.53,33.99,127.3,4.82,2.9,3.0,4.0,26.8,5.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
J151325.66+584444.7,228.3569203,58.745776,2.059,M,,,,,58298.2,0.0,1.3,15.02,15.01,17.09,24.36,221.1,3.68,5.02,3.0,5.0,12.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J151325.91+465407.9,228.3579403,46.9022113,0.199,MQW,,VS,0.176,0.208,60086.4,116.4,194.5,581.32,853.12,259.47,309.79,396.5,3.4,3.5,0.0,0.0,2.7,8.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J151326.27+082645.3,228.3594679,8.4459196,1.319,MD,,,,,59969.5,0.0,277.1,12.7,20.38,6.53,7.86,196.2,3.7,3.62,1.0,2.0,-11.3,19.0,32.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J151331.51+040425.6,228.3813104,4.0737832,0.111,MD,,,,,58480.6,1272.5,0.2,240.79,463.44,51.14,53.77,739.0,3.22,2.55,0.0,0.0,-7.7,8.0,9.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
J151343.31+042143.6,228.4304769,4.3621343,0.038,M,,AGN,0.521,0.095,59267.0,0.3,4.6,387.57,841.71,102.25,209.97,147.3,3.75,3.57,2.0,4.0,-12.1,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J151346.02+304651.3,228.4417318,30.7809416,2.38,MDQ,,QSO,0.657,0.106,58214.4,0.3,238.8,40.29,41.95,2.93,8.0,129.3,3.33,3.89,0.0,0.0,-29.4,4.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
J151349.30+274510.9,228.4554218,27.7530479,0.117,M,,AGN,0.61,0.199,59195.5,3.6,4.4,108.75,230.33,49.54,156.65,130.4,4.05,8.0,1.0,1.0,43.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J151351.33+584033.7,228.4638784,58.6760416,1.182,M,,,,,59885.9,48.5,47.6,10.39,15.68,31.01,20.95,315.1,3.67,3.84,2.0,1.0,1.5,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J151404.96+400049.4,228.5206857,40.0137358,2.11,MDQ,,QSO,0.495,0.136,58413.6,126.6,4000.0,52.86,69.69,33.84,39.52,120.3,3.05,2.84,0.0,0.0,18.1,55.0,58.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
J151416.91+602157.1,228.570467,60.3658621,2.201,MQW,,QSO,0.833,0.13,60581.6,297.6,270.3,49.24,52.41,24.6,21.1,109.3,3.84,3.89,0.0,0.0,-0.8,52.0,34.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
J151423.06+513752.2,228.5960626,51.6311806,1.539,MQW,,AGN,0.133,0.069,58297.4,880.7,1657.1,9.23,14.02,19.3,17.47,215.2,2.46,4.01,1.0,1.0,-28.3,153.0,168.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
J151425.69+403010.5,228.6070603,40.5029321,1.61,MQW,,,,,58589.2,526.0,421.1,17.29,21.15,14.3,15.61,636.2,1.79,3.04,0.0,0.0,3.9,9.0,22.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J151431.42+585035.3,228.6309204,58.8431381,0.031,M,,,,,59972.9,4.3,7.4,387.82,962.56,155.74,195.09,109.3,3.65,3.91,6.0,2.0,2.8,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J151432.76+223200.3,228.6365113,22.533425,0.583,MD,,,,,58818.0,17.2,50.3,15.37,18.46,32.85,17.49,169.9,4.36,3.41,2.0,3.0,-10.8,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J151436.63+445004.1,228.652626,44.8344711,0.572,MQ,Blazar,Blazar,0.268,0.059,59005.3,0.1,1.8,21.26,38.6,34.61,59.81,176.8,3.75,3.93,5.0,7.0,13.7,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J151441.92+512154.1,228.6746738,51.3650535,0.616,M,,QSO,0.194,0.272,59304.1,378.1,45.1,20.41,24.89,35.99,35.45,113.5,3.92,3.51,0.0,2.0,119.7,79.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J151443.27+500012.2,228.6802734,50.0033984,1.226,M,,,,,58268.8,1.0,3.7,11.37,13.45,58.45,30.64,189.3,5.34,3.3,1.0,2.0,-10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J151451.47+283709.9,228.7144404,28.6194261,0.113,M,,,,,59192.6,3.8,0.0,68.58,171.45,69.7,298.43,140.3,2.7,8.7,4.0,0.0,56.6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
J151456.62+284535.0,228.7358991,28.7597452,0.079,M,,,,,59217.8,0.0,24.7,384.59,975.01,87.42,101.02,127.3,5.96,5.07,0.0,1.0,22.9,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
J151457.32+371535.1,228.7388504,37.2597751,0.155,M,,,,,59966.3,25.3,21.3,84.58,218.1,34.33,18.6,120.3,3.47,3.08,3.0,4.0,-4.2,4.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
J151458.57+284406.0,228.7440481,28.7350164,0.079,M,,,,,59217.7,0.0,25.9,127.48,291.88,38.2,40.73,140.3,5.05,5.28,0.0,1.0,7.7,4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
J151504.08+510338.7,228.7669857,51.0607649,2.076,M,,,,,58652.1,1.7,4.2,11.07,12.45,19.96,13.51,215.2,4.81,3.66,2.0,4.0,29.9,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J151514.93+480546.6,228.8121996,48.0962817,1.68,MQW,,,,,58235.9,46.5,79.1,23.07,24.18,9.54,5.6,150.3,3.27,3.46,1.0,6.0,-20.4,21.0,21.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
J151521.41-210948.8,228.8392285,-21.1635566,1.21,MQW,,QSO,0.191,0.098,58329.0,248.7,137.1,76.42,118.6,56.04,69.09,293.2,3.89,3.45,0.0,0.0,10.5,13.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
J151526.67+593453.0,228.8611312,59.5813946,0.623,MW,Blazar,Blazar,0.368,0.078,58892.7,6.2,9.0,15.99,27.65,26.46,38.4,170.1,4.89,5.83,3.0,4.0,23.9,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J151534.48+590522.4,228.8936527,59.0895678,2.285,M,,,,,58235.6,154.4,904.9,14.05,15.09,12.0,11.5,185.1,3.63,3.1,1.0,3.0,5.9,41.0,43.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
J151534.84+042548.9,228.8951707,4.4302677,0.4,MD,,,,,59921.6,41.3,96.4,13.07,14.86,25.13,7.52,250.3,3.43,4.12,0.0,2.0,-9.6,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
J151537.33+451609.4,228.9055235,45.2692907,1.599,MW,,AGN,0.484,0.207,58269.7,0.1,5.2,18.62,21.37,14.95,12.09,146.3,3.31,4.05,4.0,4.0,4.5,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J151542.43+550608.2,228.9267761,55.102291,0.51,MQW,,,,,58889.4,20.6,119.2,28.85,47.06,15.22,19.14,150.3,3.54,5.16,2.0,0.0,10.3,15.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J151544.01+471134.7,228.9333756,47.1929781,0.245,MD,,AGN,0.505,0.301,58891.6,0.4,0.7,47.49,107.58,33.26,39.66,109.3,3.5,5.2,5.0,1.0,21.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J151600.03+474125.4,229.0001075,47.6903898,1.762,MDQW,,,,,58398.6,258.7,4000.0,26.27,29.21,27.11,25.6,374.0,2.8,2.51,0.0,0.0,6.1,7.0,14.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
J151602.61+673238.1,229.0108845,67.5439283,2.3,MQ,,,,,59122.4,428.1,254.0,22.59,21.65,22.2,25.69,1050.1,3.12,3.28,0.0,0.0,7.1,2.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
J151603.56+570923.5,229.0148144,57.1565335,3.083,MQ,,,,,58538.5,104.9,146.8,40.93,57.67,5.88,11.32,109.3,5.05,3.75,1.0,1.0,-30.1,37.0,36.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
